"postal_code","town","lease_commenced"
"760816","YISHUN","1988-07-01"
"310109","TOA PAYOH","1970-01-01"
"310206","TOA PAYOH","1973-07-01"
"760653","YISHUN","1987-01-01"
"762336","YISHUN","2015-11-01"
"560725","ANG MO KIO","1980-06-01"
"762513","YISHUN",NULL
"560112","ANG MO KIO","1978-01-01"
"560124","ANG MO KIO","1979-01-01"
"762347","YISHUN","2013-09-17"
"560312","ANG MO KIO","1978-01-01"
"760860","YISHUN","1988-08-01"
"310204","TOA PAYOH","1973-07-01"
"560339","ANG MO KIO","1981-08-01"
"572273","BISHAN","2011-08-15"
"761636","YISHUN","1992-05-27"
"560218","ANG MO KIO","1976-05-01"
"760412","YISHUN","1993-01-30"
"570247","BISHAN","1992-07-22"
"560305","ANG MO KIO","1977-07-01"
"760833","YISHUN","1988-11-01"
"210012","KALLANG/WHAMPOA","2004-06-01"
"560635","ANG MO KIO","1980-09-01"
"312138","TOA PAYOH","2012-04-23"
"760256","YISHUN","1985-06-01"
"760312","YISHUN","1987-05-01"
"760216","YISHUN","1985-03-01"
"760124","YISHUN","1985-08-01"
"760812","YISHUN","1987-03-01"
"560329","ANG MO KIO","1978-01-01"
"570236","BISHAN","1992-04-16"
"570265","BISHAN","1992-07-22"
"760323","YISHUN","1988-08-01"
"760639","YISHUN","1987-08-01"
"570219","BISHAN","1992-04-16"
"760796","YISHUN","1987-01-01"
"570115","BISHAN","1986-01-01"
"760236","YISHUN","1985-09-01"
"760765","YISHUN","1985-10-01"
"760351","YISHUN","1988-08-01"
"760289","YISHUN","1987-07-01"
"760736","YISHUN","1984-10-01"
"212672","CENTRAL AREA","2002-07-01"
"570240","BISHAN","1992-07-22"
"760604","YISHUN","1992-05-27"
"763317","YISHUN","2015-10-01"
"570245","BISHAN","1992-07-22"
"760826","YISHUN","1988-01-01"
"310111","TOA PAYOH","1970-01-01"
"560345","ANG MO KIO","1978-04-01"
"560324","ANG MO KIO","1978-09-01"
"570106","BISHAN","1985-11-01"
"760277","YISHUN","1985-08-01"
"210041","KALLANG/WHAMPOA","1982-06-01"
"570218","BISHAN","1992-04-16"
"570211","BISHAN","1992-04-16"
"760387","YISHUN","1988-06-01"
"560512","ANG MO KIO","1980-08-01"
"760251","YISHUN","1984-11-01"
"560182","ANG MO KIO","1981-04-01"
"560134","ANG MO KIO","1978-09-01"
"761637","YISHUN","1992-05-27"
"560338","ANG MO KIO","1981-08-01"
"570256","BISHAN","1992-07-22"
"760638","YISHUN","1987-03-01"
"311139","TOA PAYOH","2012-04-23"
"760139","YISHUN","1984-09-01"
"760242","YISHUN","1986-01-01"
"760778","YISHUN","1989-01-01"
"310107","TOA PAYOH","1970-01-01"
"570289","BISHAN","1998-06-01"
"760303","YISHUN","1988-11-01"
"320028","KALLANG/WHAMPOA","1971-01-01"
"320085","KALLANG/WHAMPOA","1974-01-01"
"312085","TOA PAYOH","1972-01-01"
"760409","YISHUN","1988-12-01"
"760296","YISHUN","2000-12-01"
"760255","YISHUN","1985-08-01"
"210009","KALLANG/WHAMPOA","1976-11-01"
"560326","ANG MO KIO","1977-05-01"
"570268","BISHAN","1992-07-22"
"570108","BISHAN","1985-10-01"
"760879","YISHUN","1987-10-01"
"760272","YISHUN","1987-05-01"
"570506","BISHAN","1989-09-01"
"570150","BISHAN","1989-01-01"
"760729","YISHUN","1987-05-01"
"760131","YISHUN","1985-02-01"
"310080","TOA PAYOH","1996-09-01"
"760280","YISHUN","1985-05-01"
"570293","BISHAN","1998-06-01"
"560714","ANG MO KIO","1980-06-01"
"560156","ANG MO KIO","1981-05-01"
"760658","YISHUN","1987-08-01"
"760766","YISHUN","1985-08-01"
"310097","TOA PAYOH","1993-03-26"
"762508","YISHUN",NULL
"763426","YISHUN","2015-03-01"
"760391","YISHUN","1988-06-01"
"760274","YISHUN","1986-02-01"
"760153","YISHUN","1986-01-01"
"560704","ANG MO KIO","1981-01-01"
"200641","CENTRAL AREA","1983-10-01"
"760741","YISHUN","1985-01-01"
"760174","YISHUN","1987-11-01"
"570501","BISHAN","1989-09-01"
"760640","YISHUN","1992-05-27"
"760800","YISHUN","1987-01-01"
"760411","YISHUN","1993-01-30"
"762342","YISHUN","2016-01-01"
"760655","YISHUN","1987-08-01"
"760732","YISHUN","1984-07-01"
"760836","YISHUN","1988-02-01"
"760835","YISHUN","1987-12-01"
"310004","TOA PAYOH","1969-06-01"
"760743","YISHUN","1984-07-01"
"560104","ANG MO KIO","1996-05-01"
"760767","YISHUN","1987-02-01"
"760321","YISHUN","1988-02-01"
"760791","YISHUN","1987-09-01"
"760453","YISHUN","2013-08-01"
"760876","YISHUN","1987-12-01"
"560208","ANG MO KIO","1976-07-01"
"760407","YISHUN","1988-05-01"
"561307","ANG MO KIO","2012-09-01"
"320086","KALLANG/WHAMPOA","1974-07-01"
"760656","YISHUN","1987-05-01"
"760253","YISHUN","1985-03-01"
"310114","TOA PAYOH","1967-06-01"
"310100","TOA PAYOH","1970-01-01"
"560320","ANG MO KIO","1977-05-01"
"560317","ANG MO KIO","1994-12-01"
"760220","YISHUN","1985-10-01"
"310094","TOA PAYOH","1967-06-01"
"760404","YISHUN","1988-09-01"
"211671","CENTRAL AREA","2003-02-01"
"760225","YISHUN","1985-12-01"
"760129","YISHUN","1984-12-01"
"760830","YISHUN","1988-05-01"
"751103","SEMBAWANG",NULL
"310203","TOA PAYOH","1982-01-01"
"760397","YISHUN","1989-02-01"
"310158","TOA PAYOH","1972-01-01"
"312080","TOA PAYOH","1997-03-01"
"310168","TOA PAYOH","1972-07-01"
"050535","CENTRAL AREA","1980-08-01"
"570116","BISHAN","1985-11-01"
"320076","KALLANG/WHAMPOA","1973-07-01"
"760405","YISHUN","1988-08-01"
"200642","CENTRAL AREA","1984-01-01"
"561308","ANG MO KIO","2012-09-01"
"570201","BISHAN","1992-04-16"
"760250","YISHUN","1985-05-01"
"760145","YISHUN","1985-05-01"
"560150","ANG MO KIO","1981-01-01"
"764424","YISHUN","2015-12-01"
"760395","YISHUN","1988-09-01"
"210013","KALLANG/WHAMPOA","2004-06-01"
"760203","YISHUN","1985-03-01"
"760783","YISHUN","1987-05-01"
"570261","BISHAN","1992-07-22"
"561310","ANG MO KIO","2012-09-01"
"760218","YISHUN","1985-06-01"
"560705","ANG MO KIO","1981-01-01"
"560211","ANG MO KIO","1977-04-01"
"760390","YISHUN","1988-08-01"
"760747","YISHUN","1984-06-01"
"760171","YISHUN","1988-08-01"
"760433","YISHUN","1988-08-01"
"760263","YISHUN","1986-06-01"
"560650","ANG MO KIO","2015-12-01"
"760264","YISHUN","1986-06-01"
"570225","BISHAN","1992-07-22"
"310056","TOA PAYOH","1967-06-01"
"320100","KALLANG/WHAMPOA","1974-03-01"
"311085","TOA PAYOH","1972-01-01"
"560729","ANG MO KIO","1980-06-01"
"763348","YISHUN","2013-09-17"
"312099","TOA PAYOH","1993-03-26"
"760358","YISHUN","1988-06-01"
"560636","ANG MO KIO","1980-07-01"
"760167","YISHUN","1987-12-01"
"760874","YISHUN","1988-02-01"
"761426","YISHUN","2015-03-01"
"760219","YISHUN","1985-10-01"
"310115","TOA PAYOH","1967-06-01"
"760752","YISHUN","1984-04-01"
"760636","YISHUN","1987-10-01"
"570233","BISHAN","1992-04-16"
"542316","SENGKANG","2003-05-01"
"320043","KALLANG/WHAMPOA","1972-07-01"
"320101","KALLANG/WHAMPOA","1981-09-01"
"570216","BISHAN","1992-04-16"
"761316","YISHUN","2015-10-01"
"760840","YISHUN","1988-04-01"
"570102","BISHAN","1987-01-01"
"320050","KALLANG/WHAMPOA","1972-07-01"
"310191","TOA PAYOH","1974-07-01"
"560502","ANG MO KIO","1981-01-01"
"760789","YISHUN","1989-04-01"
"212671","CENTRAL AREA","2003-02-01"
"320099","KALLANG/WHAMPOA","1974-03-01"
"760402","YISHUN","1989-02-01"
"760635","YISHUN","1987-08-01"
"760663","YISHUN","1987-09-01"
"762431","YISHUN","2015-09-01"
"760631","YISHUN","1992-05-27"
"760603","YISHUN","1987-02-01"
"560152","ANG MO KIO","1981-05-01"
"310034","TOA PAYOH","1970-01-01"
"760449","YISHUN","2012-08-01"
"210684","KALLANG/WHAMPOA","1986-01-01"
"760314","YISHUN","1995-02-01"
"760413","YISHUN","1993-01-30"
"570144","BISHAN","1988-08-01"
"310099","TOA PAYOH","1993-03-26"
"310146","TOA PAYOH","2006-01-01"
"570182","BISHAN","1987-07-01"
"764333","YISHUN","2015-11-01"
"570257","BISHAN","1992-07-22"
"570253","BISHAN","1992-07-22"
"560336","ANG MO KIO","1982-02-01"
"180010","CENTRAL AREA","1974-01-01"
"312082","TOA PAYOH","1996-09-01"
"570112","BISHAN","1985-06-01"
"570178","BISHAN","1987-10-01"
"560416","ANG MO KIO","1979-08-01"
"560340","ANG MO KIO","1981-08-01"
"310108","TOA PAYOH","1970-01-01"
"560461","ANG MO KIO","1980-02-01"
"210015","KALLANG/WHAMPOA","2004-06-01"
"550417","SERANGOON","1989-03-01"
"310258","TOA PAYOH","1988-12-01"
"310001","TOA PAYOH","1969-06-01"
"762677","YISHUN",NULL
"761317","YISHUN","2015-10-01"
"210011","KALLANG/WHAMPOA","2004-06-01"
"763502","YISHUN",NULL
"310171","TOA PAYOH","1995-04-01"
"310025","TOA PAYOH","1971-01-01"
"321101","KALLANG/WHAMPOA","1980-12-01"
"310241","TOA PAYOH","1989-01-01"
"560458","ANG MO KIO","1980-01-01"
"760252","YISHUN","1985-02-01"
"310084","TOA PAYOH","1997-05-01"
"200030","CENTRAL AREA","1981-07-01"
"760458","YISHUN","2013-08-01"
"310239","TOA PAYOH","1986-09-01"
"760331","YISHUN","1988-11-01"
"560585","ANG MO KIO","1979-06-01"
"762426","YISHUN","2015-03-01"
"570138","BISHAN","1987-07-01"
"320033","KALLANG/WHAMPOA","1970-06-01"
"760136","YISHUN","1984-09-01"
"760308","YISHUN","1988-06-01"
"320108","KALLANG/WHAMPOA","1984-12-01"
"320064","KALLANG/WHAMPOA","1972-07-01"
"560578","ANG MO KIO","1980-01-01"
"560210","ANG MO KIO","1977-04-01"
"080008","CENTRAL AREA","1980-05-01"
"570228","BISHAN","1992-04-16"
"570161","BISHAN","1988-07-01"
"760362","YISHUN","1988-11-01"
"370057","GEYLANG","1969-01-01"
"562316","ANG MO KIO","2006-04-01"
"760229","YISHUN","1985-06-01"
"560648","ANG MO KIO","1980-11-01"
"760386","YISHUN","1988-07-01"
"560127","ANG MO KIO","1978-09-01"
"760401","YISHUN","1988-08-01"
"210668","CENTRAL AREA","1984-10-01"
"761504","YISHUN","2016-03-01"
"560126","ANG MO KIO","1978-09-01"
"200634","CENTRAL AREA","1985-09-01"
"760228","YISHUN","1985-12-01"
"570131","BISHAN","1986-01-01"
"760388","YISHUN","1988-06-01"
"312014","TOA PAYOH","1998-07-01"
"760343","YISHUN","1988-08-01"
"563307","ANG MO KIO","2012-09-01"
"211672","CENTRAL AREA","2002-07-01"
"570271","BISHAN","1992-07-22"
"570281","BISHAN","1992-07-22"
"311080","TOA PAYOH","1997-03-01"
"570143","BISHAN","1988-05-01"
"761318","YISHUN","2015-10-01"
"560322","ANG MO KIO","1977-06-01"
"570156","BISHAN","1988-09-01"
"760450","YISHUN","2012-08-01"
"560552","ANG MO KIO","1980-09-01"
"570237","BISHAN","1992-04-16"
"560532","ANG MO KIO","1980-09-01"
"760654","YISHUN","1992-05-27"
"310245","TOA PAYOH","1989-01-01"
"560421","ANG MO KIO","1979-08-01"
"792413","SENGKANG","2004-03-01"
"760415","YISHUN","1993-01-30"
"570232","BISHAN","1992-04-16"
"310205","TOA PAYOH","1973-07-01"
"762676","YISHUN",NULL
"560545","ANG MO KIO","1981-01-01"
"560640","ANG MO KIO","1980-07-01"
"560627","ANG MO KIO","1993-03-28"
"570229","BISHAN","1992-04-16"
"762348","YISHUN","2013-09-17"
"761424","YISHUN","2015-12-01"
"560642","ANG MO KIO","1980-11-01"
"560631","ANG MO KIO","1985-01-01"
"310073","TOA PAYOH","1973-01-01"
"310179","TOA PAYOH","1974-07-01"
"761428","YISHUN","2015-03-01"
"310062","TOA PAYOH","1999-10-01"
"570152","BISHAN","1988-12-01"
"760423","YISHUN","1988-08-01"
"560204","ANG MO KIO","1977-01-01"
"570266","BISHAN","1992-07-22"
"570205","BISHAN","1992-04-16"
"310045","TOA PAYOH","1993-03-26"
"570125","BISHAN","1987-06-01"
"560301","ANG MO KIO","1978-03-01"
"570227","BISHAN","1992-04-16"
"570287","BISHAN","1992-07-22"
"560464","ANG MO KIO","1980-02-01"
"560344","ANG MO KIO","1978-04-01"
"760329","YISHUN","1988-01-01"
"321108","KALLANG/WHAMPOA","1987-07-01"
"320121","KALLANG/WHAMPOA","1987-06-01"
"085101","CENTRAL AREA","2011-01-01"
"760416","YISHUN","1993-01-30"
"310085","TOA PAYOH","1972-01-01"
"570213","BISHAN","1992-04-16"
"200028","CENTRAL AREA","1977-11-01"
"310259","TOA PAYOH","1989-02-01"
"570202","BISHAN","1992-04-16"
"570250","BISHAN","1992-07-22"
"760360","YISHUN","1988-07-01"
"211048","KALLANG/WHAMPOA","1976-07-01"
"560153","ANG MO KIO","1981-01-01"
"560621","ANG MO KIO","1980-09-01"
"310007","TOA PAYOH","1998-08-01"
"760344","YISHUN","1988-07-01"
"570241","BISHAN","1992-07-22"
"560632","ANG MO KIO","1981-10-01"
"310184","TOA PAYOH","1972-07-01"
"570212","BISHAN","1992-04-16"
"560423","ANG MO KIO","1993-03-28"
"310243","TOA PAYOH","1989-08-01"
"571273","BISHAN","2011-08-15"
"570184","BISHAN","1988-02-01"
"560508","ANG MO KIO","1980-06-01"
"760437","YISHUN","1988-09-01"
"310177","TOA PAYOH","1972-07-01"
"200640","CENTRAL AREA","1984-06-01"
"560321","ANG MO KIO","1977-05-01"
"560407","ANG MO KIO","1980-01-01"
"560476","ANG MO KIO","1979-07-01"
"570117","BISHAN","1987-07-01"
"312010","TOA PAYOH","1998-07-01"
"310036","TOA PAYOH","1997-09-01"
"560425","ANG MO KIO","1979-01-01"
"560513","ANG MO KIO","1984-09-01"
"310003","TOA PAYOH","1969-06-01"
"560570","ANG MO KIO","1979-05-01"
"570140","BISHAN","1988-08-01"
"570224","BISHAN","1992-07-22"
"570249","BISHAN","1992-07-22"
"560337","ANG MO KIO","1982-02-01"
"310242","TOA PAYOH","1989-04-01"
"323101","KALLANG/WHAMPOA","1974-03-01"
"570119","BISHAN","1987-05-01"
"762335","YISHUN","2015-11-01"
"560335","ANG MO KIO","1982-02-01"
"320015","KALLANG/WHAMPOA","1985-01-01"
"763504","YISHUN","2016-03-01"
"760248","YISHUN","1984-12-01"
"760442","YISHUN","2012-07-01"
"560131","ANG MO KIO","1979-01-01"
"570231","BISHAN","1992-04-16"
"760270","YISHUN","1987-12-01"
"310213","TOA PAYOH","1975-01-01"
"200639","CENTRAL AREA","1983-10-01"
"560444","ANG MO KIO","1979-08-01"
"560531","ANG MO KIO","1980-09-01"
"310117","TOA PAYOH","1968-06-01"
"570503","BISHAN","1989-11-01"
"760326","YISHUN","1988-07-01"
"560443","ANG MO KIO","1979-08-01"
"320107","KALLANG/WHAMPOA","1984-07-01"
"312062","TOA PAYOH","2003-08-01"
"310185","TOA PAYOH","1972-07-01"
"570209","BISHAN","1992-04-16"
"560214","ANG MO KIO","1976-04-01"
"320055","KALLANG/WHAMPOA","1972-07-01"
"560419","ANG MO KIO","1979-08-01"
"560428","ANG MO KIO","1978-10-01"
"761432","YISHUN","2015-09-01"
"560533","ANG MO KIO","1980-02-01"
"560155","ANG MO KIO","1981-05-01"
"322103","KALLANG/WHAMPOA","1983-12-01"
"320056","KALLANG/WHAMPOA","1972-07-01"
"310116","TOA PAYOH","1970-01-01"
"570243","BISHAN","1992-07-22"
"190461","KALLANG/WHAMPOA","1981-10-01"
"761347","YISHUN","2013-09-17"
"570286","BISHAN","1992-07-22"
"320011","KALLANG/WHAMPOA","1985-03-01"
"560511","ANG MO KIO","1980-08-01"
"760398","YISHUN","1988-09-01"
"560710","ANG MO KIO","1980-10-01"
"764505","YISHUN","2016-03-01"
"760410","YISHUN","1988-08-01"
"760457","YISHUN","2013-08-01"
"760244","YISHUN","1985-03-01"
"760665","YISHUN","1992-05-27"
"560333","ANG MO KIO","1981-01-01"
"310219","TOA PAYOH","1978-01-01"
"570190","BISHAN","1987-01-01"
"570155","BISHAN","1987-11-01"
"320083","KALLANG/WHAMPOA","1974-01-01"
"763432","YISHUN","2015-09-01"
"310248","TOA PAYOH","1989-02-01"
"310071","TOA PAYOH","1969-01-01"
"570194","BISHAN","1987-05-01"
"570217","BISHAN","1992-04-16"
"560121","ANG MO KIO","1978-10-01"
"760408","YISHUN","1988-07-01"
"760243","YISHUN","1985-09-01"
"760438","YISHUN","2000-09-01"
"560319","ANG MO KIO","1977-05-01"
"761666","YISHUN","1987-04-01"
"570172","BISHAN","1987-12-01"
"570120","BISHAN","1986-04-01"
"760310","YISHUN","1995-02-01"
"562308","ANG MO KIO","2012-09-01"
"571150","BISHAN","1989-01-01"
"570239","BISHAN","1992-07-22"
"180264","CENTRAL AREA","1986-09-01"
"560573","ANG MO KIO","1979-05-01"
"760247","YISHUN","1985-09-01"
"760245","YISHUN","1985-05-01"
"560459","ANG MO KIO","1980-01-01"
"562315","ANG MO KIO","2006-04-01"
"310018","TOA PAYOH","1970-07-01"
"570167","BISHAN","1988-09-01"
"560216","ANG MO KIO","1976-04-01"
"330044","KALLANG/WHAMPOA","1981-01-01"
"760367","YISHUN","1988-08-01"
"560132","ANG MO KIO","1979-01-01"
"560431","ANG MO KIO","1979-01-01"
"330045","KALLANG/WHAMPOA","1972-01-01"
"560534","ANG MO KIO","1980-02-01"
"560576","ANG MO KIO","1980-01-01"
"310216","TOA PAYOH","1975-08-01"
"570130","BISHAN","1986-02-01"
"190012","KALLANG/WHAMPOA","1975-01-01"
"321022","KALLANG/WHAMPOA","1984-10-01"
"310226","TOA PAYOH","1976-05-01"
"570166","BISHAN","1987-12-01"
"320077","KALLANG/WHAMPOA","1973-07-01"
"190467","KALLANG/WHAMPOA","1978-10-01"
"570244","BISHAN","1992-07-22"
"183269","CENTRAL AREA","1984-06-01"
"320047","KALLANG/WHAMPOA","1972-07-01"
"760269","YISHUN","1988-04-01"
"760399","YISHUN","1989-03-01"
"560128","ANG MO KIO","1978-09-01"
"570196","BISHAN","1987-01-01"
"321106","KALLANG/WHAMPOA","1984-09-01"
"310225","TOA PAYOH","1976-05-01"
"760254","YISHUN","1985-08-01"
"760662","YISHUN","1987-09-01"
"350146","TOA PAYOH","1998-09-01"
"320040","KALLANG/WHAMPOA","1972-07-01"
"570222","BISHAN","1992-07-22"
"761664","YISHUN","1992-05-27"
"310069","TOA PAYOH","1973-01-01"
"320111","KALLANG/WHAMPOA","1987-04-01"
"310254","TOA PAYOH","1989-01-01"
"330007","KALLANG/WHAMPOA","2011-01-11"
"210049","KALLANG/WHAMPOA","1979-06-01"
"761315","YISHUN","2015-10-01"
"560451","ANG MO KIO","1979-07-01"
"560332","ANG MO KIO","1981-01-01"
"560304","ANG MO KIO","1977-03-01"
"200632","CENTRAL AREA","1985-08-01"
"570134","BISHAN","1986-11-01"
"763318","YISHUN","2015-10-01"
"760652","YISHUN","1992-05-27"
"333038","KALLANG/WHAMPOA","2012-05-01"
"530338","HOUGANG","1984-12-01"
"560220","ANG MO KIO","1977-07-01"
"320084","KALLANG/WHAMPOA","1974-01-01"
"760322","YISHUN","1988-08-01"
"760459","YISHUN","2013-08-01"
"310066","TOA PAYOH","1969-01-01"
"560577","ANG MO KIO","1980-01-01"
"350121","TOA PAYOH","1984-05-01"
"330028","KALLANG/WHAMPOA","1972-01-01"
"760345","YISHUN","1988-09-01"
"310249","TOA PAYOH","1988-12-01"
"320060","KALLANG/WHAMPOA","1972-07-01"
"541287","SENGKANG",NULL
"570185","BISHAN","1988-04-01"
"330006","KALLANG/WHAMPOA","1996-11-01"
"560475","ANG MO KIO","1979-07-01"
"570153","BISHAN","1987-10-01"
"560424","ANG MO KIO","1979-01-01"
"320095","KALLANG/WHAMPOA","1974-01-01"
"570168","BISHAN","1986-11-01"
"560441","ANG MO KIO","1979-01-01"
"560151","ANG MO KIO","1981-01-01"
"210661","CENTRAL AREA","1982-05-01"
"560466","ANG MO KIO","1984-09-01"
"321107","KALLANG/WHAMPOA","1983-05-01"
"760309","YISHUN","1995-02-01"
"551236","SERANGOON","1998-06-01"
"550319","SERANGOON","1985-11-01"
"570149","BISHAN","1987-01-01"
"763342","YISHUN","2016-01-01"
"551232","SERANGOON","1998-06-01"
"560327","ANG MO KIO","1977-06-01"
"760456","YISHUN","2013-08-01"
"760271","YISHUN","1985-07-01"
"200806","KALLANG/WHAMPOA","1981-08-01"
"570147","BISHAN","1987-02-01"
"764426","YISHUN","2015-03-01"
"210050","KALLANG/WHAMPOA","1979-06-01"
"570126","BISHAN","1987-07-01"
"560456","ANG MO KIO","1980-01-01"
"310053","TOA PAYOH","1968-06-01"
"760249","YISHUN","1985-07-01"
"560555","ANG MO KIO","1980-01-01"
"560325","ANG MO KIO","1978-09-01"
"350115","TOA PAYOH","1984-10-01"
"560346","ANG MO KIO","1978-04-01"
"760394","YISHUN","1989-08-01"
"762333","YISHUN","2015-11-01"
"560436","ANG MO KIO","1979-01-01"
"760324","YISHUN","1988-07-01"
"562310","ANG MO KIO","2012-09-01"
"200026","CENTRAL AREA","1979-06-01"
"330054","KALLANG/WHAMPOA","1974-07-01"
"530940","HOUGANG","1998-02-01"
"560521","ANG MO KIO","1980-08-01"
"560415","ANG MO KIO","1979-08-01"
"310043","TOA PAYOH","1993-03-26"
"350113","TOA PAYOH","1984-10-01"
"760352","YISHUN","1988-07-01"
"760439","YISHUN","1988-08-01"
"570141","BISHAN","1988-08-01"
"310233","TOA PAYOH","1981-10-01"
"560535","ANG MO KIO","1980-02-01"
"310038","TOA PAYOH","1970-01-01"
"762334","YISHUN","2015-11-01"
"190015","KALLANG/WHAMPOA","1975-01-01"
"310046","TOA PAYOH","1993-03-26"
"570183","BISHAN","1987-04-01"
"550323","SERANGOON","1985-12-01"
"320027","KALLANG/WHAMPOA","1970-06-01"
"560529","ANG MO KIO","1980-09-01"
"560452","ANG MO KIO","1979-07-01"
"180233","CENTRAL AREA","1980-05-01"
"760349","YISHUN","1988-08-01"
"310201","TOA PAYOH","1973-07-01"
"310244","TOA PAYOH","1989-02-01"
"570163","BISHAN","1988-07-01"
"310048","TOA PAYOH","1993-03-26"
"350123","TOA PAYOH","1984-03-01"
"550406","SERANGOON","1988-11-01"
"560557","ANG MO KIO","1980-01-01"
"792451","SENGKANG","2015-05-01"
"310234","TOA PAYOH","1976-09-01"
"793441","SENGKANG","2012-02-01"
"791445","SENGKANG","2012-11-01"
"570121","BISHAN","1986-06-01"
"550120","SERANGOON","1985-05-01"
"310253","TOA PAYOH","1989-02-01"
"560422","ANG MO KIO","1979-01-01"
"550418","SERANGOON","1989-06-01"
"560453","ANG MO KIO","1979-07-01"
"320119","KALLANG/WHAMPOA","1987-09-01"
"310061","TOA PAYOH","1967-06-01"
"310012","TOA PAYOH","1970-07-01"
"560448","ANG MO KIO","1979-07-01"
"550234","SERANGOON","1985-06-01"
"791403","SENGKANG","2004-04-01"
"550425","SERANGOON","1989-06-01"
"570192","BISHAN","1987-08-01"
"550424","SERANGOON","1989-04-01"
"560473","ANG MO KIO","1984-07-01"
"560584","ANG MO KIO","1979-06-01"
"550110","SERANGOON","1984-12-01"
"310250","TOA PAYOH","1989-01-01"
"530156","HOUGANG","1984-12-01"
"550144","SERANGOON","1987-07-01"
"320016","KALLANG/WHAMPOA","1984-09-01"
"550553","SERANGOON","1997-08-01"
"330043","KALLANG/WHAMPOA","1981-01-01"
"570187","BISHAN","1987-02-01"
"530963","HOUGANG","1999-08-01"
"320014","KALLANG/WHAMPOA","1984-10-01"
"570173","BISHAN","1987-04-01"
"570170","BISHAN","1987-09-01"
"381014","KALLANG/WHAMPOA","1999-06-01"
"550512","SERANGOON","1997-07-01"
"310058","TOA PAYOH","1967-06-01"
"560541","ANG MO KIO","1981-01-01"
"550255","SERANGOON","1999-05-01"
"570160","BISHAN","1987-08-01"
"532473","HOUGANG",NULL
"570177","BISHAN","1987-08-01"
"310228","TOA PAYOH","1976-09-01"
